label,text
Bacterial Leaf Spot,The plants have started showing wet looking lesions on foliage The affected leaf margins look unhealthy.
Fusarium Wilt,Recently the plants developed persistent daytime wilt The affected vascular tissue are showing damage.
Fungal Wilt,"After checking the field, I observed persistent wilting."
Root Rot,There are clear signs of soft rotten roots The symptoms are visible across several plants.
Fungal Wilt,The crop shows plant becoming weak The problem is becoming more noticeable.
Leaf Blight,Field inspection revealed blackish marks on leaves The affected leaf margins look unhealthy.
Leaf Curl,The leaves or stems show leaves rolling inward Plant growth is affected.
Bacterial Leaf Spot,The plants currently have yellow halos around leaf spots The problem is visible on the leaves.
Bacterial Leaf Spot,The crop condition includes irregular spots spreading across leaves Farmers are concerned about the crop condition.
Nutrient Deficiency,Several plants have pale green foliage The problem is visible on the stems.
Aphid Infestation,I noticed small green insects on young leaves in the field.
Nutrient Deficiency,The plants are showing young leaves remaining pale The affected stems are showing damage.
Fungal Wilt,Recently the plants developed leaves wilting gradually The problem is becoming more noticeable.
Late Blight,Several plants have dark spots on stems The affected fruits look unhealthy.
Root Rot,I noticed mushy root tissue in the field Affected plants may die.
Sooty Mold,Several plants have dark mold covering plant surfaces.
Leaf Curl,The main symptom is narrow distorted leaves Plant growth is affected.
Downy Mildew,Recently the plants developed gray fungal growth under leaves The problem is visible on the leaf undersides.
Leaf Curl,The crop is developing leaves folding along the edges.
Thrips Infestation,The affected plants are showing black specks on leaves The problem is becoming more noticeable.
Rust,The crop appears to have rust colored dust The symptoms are visible across several plants.
Leaf Blight,Many plants in the field show dry patches spreading Farmers are concerned about the crop condition.
Rust,Recently the plants developed reddish lesions The affected leaves are showing damage.
Damping Off,The affected plants are showing young seedlings suddenly dying.
Late Blight,Recently the plants developed large dark lesions on leaves Plant growth is affected.
Aphid Infestation,I noticed ants around the plant in the field The problem is becoming more noticeable.
Sooty Mold,Field inspection revealed sooty appearance on foliage The symptoms are visible across several plants.
Whitefly Infestation,I noticed leaf yellowing with whiteflies in the field The plant is losing vigor.
Bacterial Leaf Spot,The leaves or stems show black lesions on leaves The plant is losing vigor.
Bacterial Wilt,Recently the plants developed wilting during the daytime The problem is becoming more noticeable.
Fusarium Wilt,The plants have started showing leaf curling with wilt The plant is losing vigor.
Mosaic Virus,Field inspection revealed yellow green leaf markings Plant growth is affected.
Aphid Infestation,I can see soft bodied insects under leaves on the crop The symptoms are visible across several plants.
Damping Off,There is an increasing problem with water soaked seedling stems The plant is losing vigor.
Stem Borer,Field inspection revealed broken stems around bore holes Plant growth is interrupted.
Bacterial Leaf Spot,There are clear signs of wet looking lesions on foliage The symptoms are visible across several plants.
Sooty Mold,I noticed gray black film on leaves in the field The affected upper foliage look unhealthy.
Bacterial Leaf Spot,Field inspection revealed yellow halos around leaf spots The affected young foliage look unhealthy.
Powdery Mildew,Several plants have white fungal coating The symptoms are visible across several plants.
Late Blight,The plants currently have rapid leaf browning The problem is becoming more noticeable.
Stem Borer,The affected plants are showing dead central shoot The problem is visible on the stems.
Nutrient Deficiency,The farmer noticed weak stems yesterday Overall plant vigor is reduced.
Nutrient Deficiency,The crop shows weak stems The affected older foliage look unhealthy.
Powdery Mildew,The leaves or stems show flour like growth on leaves The problem is visible on the leaves.
Bacterial Wilt,The affected plants are showing plant remaining wilted after watering The plant is losing vigor.
Mosaic Virus,Field inspection revealed distorted leaves The problem is visible on the leaves.
Sooty Mold,A noticeable problem is black patches on leaf surfaces The affected stems look unhealthy.
Downy Mildew,The crop condition includes moist fungal growth.
Downy Mildew,The field currently has plants with moist fungal growth The plant is losing vigor.
Stem Borer,I noticed larvae inside stems in the field The affected plant stalks are showing damage.
Bacterial Wilt,The affected crop has leaves wilting without obvious dryness The problem is visible on the stems.
Rust,I can see rust colored pustules on the crop The affected lower foliage look unhealthy.
Root Rot,Several plants have poor root development The affected root tips look unhealthy.
Whitefly Infestation,The crop is developing leaf yellowing with whiteflies Leaves are becoming yellow.
Fusarium Wilt,The farmer reports brown streaks inside stems The affected stems are showing damage.
Fusarium Wilt,There are clear signs of slow decline of the plant The problem is becoming more noticeable.
Bacterial Leaf Spot,The plants currently have leaf spots becoming larger Farmers are concerned about the crop condition.
Mosaic Virus,The main symptom is distorted leaves The symptoms are visible across several plants.
Nutrient Deficiency,The plants have started showing pale green foliage The plant is losing vigor.
Root Rot,There is an increasing problem with plant wilting despite watering The symptoms are visible across several plants.
Fusarium Wilt,There is an increasing problem with one sided wilting The symptoms are visible across several plants.
Aphid Infestation,The main symptom is curled young leaves The affected stems are showing damage.
Downy Mildew,A noticeable problem is pale yellow leaf lesions.
Aphid Infestation,A noticeable problem is sticky residue on stems The affected young shoots look unhealthy.
Powdery Mildew,The affected crop has whitish coating on young shoots The affected leaves are showing damage.
Downy Mildew,The affected crop has yellowing foliage with gray growth The plant is losing vigor.
Powdery Mildew,The crop shows white fungal coating The affected upper foliage are showing damage.
Sooty Mold,Recently the plants developed dark fungal layer on foliage Affected leaves have reduced photosynthesis.
Late Blight,Recently the plants developed blackened foliage Farmers are concerned about the crop condition.
Mosaic Virus,The plants are showing distorted leaves New leaves are distorted.
Mosaic Virus,I can see mosaic markings on young leaves on the crop Farmers are concerned about the crop condition.
Downy Mildew,Many plants in the field show moist fungal growth Plant growth is affected.
Leaf Curl,Several plants have new growth becoming twisted Plant growth is affected.
Leaf Curl,Many plants in the field show leaves folding along the edges Plant growth is affected.
Late Blight,The affected plants are showing brown lesions after wet weather Plant growth is affected.
Fusarium Wilt,"During inspection, I found persistent daytime wilt The symptoms are visible across several plants."
Fruit Borer,The crop shows webbing near fruit holes The problem is becoming more noticeable.
Bacterial Wilt,The farmer reports stem discoloration The plant becomes severely weak.
Fungal Wilt,A noticeable problem is persistent wilting Growth is stunted.
Late Blight,I noticed rotting leaves in the field The plant is losing vigor.
Leaf Blight,Several plants have leaves becoming brittle The symptoms are visible across several plants.
Sooty Mold,Recently the plants developed black growth on stems Plant growth is affected.
Leaf Curl,"During inspection, I found young leaves becoming curled The affected leaf margins are showing damage."
Fungal Wilt,The plants have started showing brown discoloration inside stems Plant growth is affected.
Fusarium Wilt,There are clear signs of lower leaves becoming yellow Plant growth is affected.
Fusarium Wilt,The affected plants are showing leaf curling with wilt Plant growth is affected.
Powdery Mildew,Recently the plants developed white spots spreading across leaves The problem is becoming more noticeable.
Powdery Mildew,I noticed white growth on stems in the field The problem is visible on the young shoots.
Fungal Wilt,The crop is developing brown discoloration inside stems The problem is visible on the leaves.
Bacterial Leaf Spot,A noticeable problem is irregular spots spreading across leaves The affected young foliage are showing damage.
Bacterial Wilt,"During inspection, I found stem discoloration."
Fruit Borer,Several plants have caterpillar inside the fruit The affected fruit surface look unhealthy.
Late Blight,The crop is developing rotting leaves The affected lower foliage are showing damage.
Rust,The plants have started showing reddish brown spots Plant growth is affected.
Bacterial Leaf Spot,The farmer noticed black lesions on leaves yesterday.
Leaf Blight,The affected plants are showing dead tissue on foliage The problem is visible on the leaf margins.
Leaf Blight,The crop shows drying leaf tips The problem is visible on the leaves.
Sooty Mold,The farmer reports gray black film on leaves Plant growth is affected.
Damping Off,The crop is developing weak stems in young plants The affected seedlings look unhealthy.
Rust,The affected plants are showing rusty patches on foliage Plant growth is affected.
Damping Off,The plants currently have brown tissue around seedling bases The symptoms are visible across several plants.
Whitefly Infestation,The crop appears to have small white flies rising when disturbed The affected leaf undersides look unhealthy.
Rust,Many plants in the field show rust colored dust The plant is losing vigor.
Nutrient Deficiency,The farmer noticed poor leaf development yesterday The crop looks pale.
Fruit Borer,Field inspection revealed frass near fruit openings The symptoms are visible across several plants.
Nutrient Deficiency,There is an increasing problem with stunted plants.
Leaf Curl,The plants have started showing young leaves becoming curled The plant is losing vigor.
Stem Borer,There is an increasing problem with wilting central shoots The symptoms are visible across several plants.
Bacterial Wilt,"During inspection, I found plant remaining wilted after watering."
Fusarium Wilt,The crop appears to have brown vascular tissue The plant gradually loses vigor.
Mosaic Virus,The plants have started showing patchy yellow patterns The affected new shoots are showing damage.
Whitefly Infestation,The crop shows cloud of white insects The symptoms are visible across several plants.
Damping Off,The plants currently have rotting seedling bases The plant is losing vigor.
Whitefly Infestation,The leaves or stems show cloud of white insects The affected young foliage are showing damage.
Nutrient Deficiency,Recently the plants developed uniform leaf discoloration.
Fungal Wilt,The farmer reports drooping leaves Farmers are concerned about the crop condition.
Leaf Curl,I noticed curled leaf margins in the field The plant is losing vigor.
Rust,Recently the plants developed yellow orange pustules Farmers are concerned about the crop condition.
Damping Off,The affected plants are showing brown tissue around seedling bases The plant is losing vigor.
Damping Off,The affected plants are showing rotting seedling bases The affected seedling roots are showing damage.
Aphid Infestation,Recently the plants developed soft bodied insects under leaves Farmers are concerned about the crop condition.
Rust,There is an increasing problem with orange spots on leaves Affected leaves may dry.
Whitefly Infestation,Many plants in the field show white insects under leaves The problem is visible on the leaves.
Bacterial Wilt,Many plants in the field show branches becoming limp The problem is visible on the leaves.
Stem Borer,The plants have started showing wilting central shoots The affected stems are showing damage.
Bacterial Leaf Spot,The field currently has plants with yellow halos around leaf spots The problem is visible on the lower leaves.
Fusarium Wilt,Many plants in the field show slow decline of the plant Plant growth is affected.
Root Rot,The affected plants are showing soft rotten roots The plant is losing vigor.
Bacterial Wilt,Several plants have wilting during the daytime The problem is becoming more noticeable.
Mosaic Virus,The plants have started showing yellow green leaf markings The symptoms are visible across several plants.
Mosaic Virus,The farmer reports distorted leaves The problem is becoming more noticeable.
Damping Off,The affected plants are showing young seedlings suddenly dying Plant growth is affected.
Rust,The crop appears to have yellow orange pustules The symptoms are visible across several plants.
Bacterial Wilt,The main symptom is green leaves drooping rapidly The problem is becoming more noticeable.
Fusarium Wilt,The plants currently have slow decline of the plant The affected stems are showing damage.
Thrips Infestation,The crop is developing tiny insects on flowers The symptoms are visible across several plants.
Whitefly Infestation,A noticeable problem is white insects under leaves Plant growth is affected.
Sooty Mold,The plants have started showing dark coating around honeydew The problem is visible on the stems.
Damping Off,The crop appears to have soft stems near the soil The symptoms are visible across several plants.
Fusarium Wilt,The crop is developing leaf curling with wilt Farmers are concerned about the crop condition.
Root Rot,The crop shows dark damaged roots The problem is visible on the roots.
Downy Mildew,The plants currently have fuzzy growth beneath foliage.
Aphid Infestation,The crop condition includes small insects sucking plant sap The problem is becoming more noticeable.
Downy Mildew,The plants have started showing pale yellow leaf lesions The problem is becoming more noticeable.
Root Rot,The plants have started showing roots turning brown Plant growth is affected.
Thrips Infestation,The farmer reports distorted new growth Plant growth is affected.
Late Blight,The field currently has plants with dark patches with pale edges The plant is losing vigor.
Whitefly Infestation,There are clear signs of sticky honeydew from insects Plant growth is affected.
Mosaic Virus,"During inspection, I found light and dark green patches."
Fungal Wilt,The leaves or stems show brown discoloration inside stems The affected stems look unhealthy.
Mosaic Virus,The field currently has plants with patchy yellow patterns The affected new shoots are showing damage.
Bacterial Wilt,There is an increasing problem with plant remaining wilted after watering Farmers are concerned about the crop condition.
Thrips Infestation,Several plants have brown feeding marks The plant is losing vigor.
Nutrient Deficiency,I noticed uniform leaf discoloration in the field Leaf development is poor.
Stem Borer,The plants have started showing sawdust near stem holes The affected stems are showing damage.
Sooty Mold,The plants have started showing sticky leaves covered with dark mold The problem is becoming more noticeable.
Sooty Mold,The farmer noticed sticky leaves covered with dark mold yesterday The problem is visible on the stems.
Mosaic Virus,"During inspection, I found irregular leaf discoloration The problem is becoming more noticeable."
Bacterial Leaf Spot,I noticed brown patches surrounded by yellow tissue in the field Plant growth is affected.
Downy Mildew,I can see yellow patches on leaves on the crop Plant growth is affected.
Damping Off,The farmer noticed weak stems in young plants yesterday The affected plant base look unhealthy.
Leaf Blight,There is an increasing problem with dry patches spreading Farmers are concerned about the crop condition.
Fungal Wilt,"During inspection, I found plant becoming weak The affected leaves look unhealthy."
Fungal Wilt,The main symptom is lower leaves turning yellow The affected leaves are showing damage.
Thrips Infestation,The crop condition includes scarring on young leaves The problem is visible on the young shoots.
Leaf Blight,The leaves or stems show large brown patches The affected leaf margins are showing damage.
Mosaic Virus,The crop condition includes patchy yellow patterns The symptoms are visible across several plants.
Root Rot,There are clear signs of bad smell from roots Farmers are concerned about the crop condition.
Bacterial Wilt,The plants currently have plant remaining wilted after watering The problem is becoming more noticeable.
Downy Mildew,Many plants in the field show yellow patches on leaves The problem is visible on the lower leaves.
Bacterial Leaf Spot,The crop is developing irregular spots spreading across leaves The problem is becoming more noticeable.
Fungal Wilt,The plants currently have lower leaves turning yellow The affected stems look unhealthy.
Mosaic Virus,"During inspection, I found mosaic markings on young leaves The affected plant tips are showing damage."
Rust,The leaves or stems show rust colored dust The affected lower foliage are showing damage.
Stem Borer,"After checking the field, I observed hollow stems The problem is visible on the main branches."
Mosaic Virus,Recently the plants developed mottled foliage Leaf development is abnormal.
Sooty Mold,Field inspection revealed dark coating around honeydew Plant growth is affected.
Fruit Borer,The plants currently have damaged young fruits The affected fruit surface are showing damage.
Bacterial Leaf Spot,Field inspection revealed irregular spots spreading across leaves The problem is becoming more noticeable.
Whitefly Infestation,The crop is developing tiny white insects flying around leaves The problem is becoming more noticeable.
Root Rot,There is an increasing problem with poor root development The affected root tips look unhealthy.
Powdery Mildew,I noticed white fungal patches on upper leaves in the field The problem is becoming more noticeable.
Powdery Mildew,The farmer reports white powder on leaves Farmers are concerned about the crop condition.
Thrips Infestation,"After checking the field, I observed distorted new growth The affected young shoots are showing damage."
Aphid Infestation,The crop is developing ants around the plant The affected young shoots look unhealthy.
Powdery Mildew,The crop appears to have white fungal coating The affected stems are showing damage.
Fusarium Wilt,The affected crop has slow decline of the plant The affected whole plant are showing damage.
Bacterial Wilt,The crop condition includes branches becoming limp.
Aphid Infestation,The crop condition includes sticky residue on stems The problem is becoming more noticeable.
Bacterial Wilt,The crop appears to have vascular discoloration inside stems.
Stem Borer,The plants are showing holes in stems The problem is visible on the main branches.
Bacterial Wilt,"During inspection, I found branches becoming limp Farmers are concerned about the crop condition."
Stem Borer,The farmer noticed yellowing above damaged stems yesterday Farmers are concerned about the crop condition.
Leaf Blight,The plants are showing large brown patches Leaves are drying.
Fruit Borer,The plants currently have webbing near fruit holes The problem is becoming more noticeable.
Root Rot,The crop is developing poor root development The problem is becoming more noticeable.
Bacterial Leaf Spot,Recently the plants developed leaf spots becoming larger Farmers are concerned about the crop condition.
Thrips Infestation,The farmer noticed distorted new growth yesterday.
Bacterial Leaf Spot,"During inspection, I found multiple dark spots on leaves The affected young foliage are showing damage."
Damping Off,Several plants have weak stems in young plants The affected young stems are showing damage.
Late Blight,The plants have started showing large dark lesions on leaves The symptoms are visible across several plants.
Damping Off,Recently the plants developed water soaked seedling stems The problem is becoming more noticeable.
Damping Off,"During inspection, I found water soaked seedling stems."
Fungal Wilt,The affected crop has plant becoming weak The problem is visible on the stems.
Sooty Mold,There is an increasing problem with black growth on stems Farmers are concerned about the crop condition.
Root Rot,Many plants in the field show soft rotten roots The affected underground roots look unhealthy.
Damping Off,I noticed seedlings collapsing in the field The problem is becoming more noticeable.
Thrips Infestation,I can see black specks on leaves on the crop The affected leaves are showing damage.
Mosaic Virus,Recently the plants developed distorted leaves Plant growth is stunted.
Root Rot,I can see dark damaged roots on the crop The symptoms are visible across several plants.
Damping Off,The farmer reports water soaked seedling stems The plant is losing vigor.
Sooty Mold,The plants currently have black coating on leaves.
Leaf Blight,The main symptom is drying leaf tips Leaves are drying.
Root Rot,The farmer noticed black roots yesterday The affected root tips look unhealthy.
Leaf Curl,The crop condition includes twisted shoots The problem is becoming more noticeable.
Sooty Mold,The field currently has plants with gray black film on leaves Leaves receive less sunlight.
Root Rot,Field inspection revealed mushy root tissue Farmers are concerned about the crop condition.
Nutrient Deficiency,The main symptom is poor leaf development Overall plant vigor is reduced.
Fusarium Wilt,The leaves or stems show persistent daytime wilt The problem is becoming more noticeable.
Rust,The crop appears to have rusty patches on foliage The affected leaf surfaces are showing damage.
Downy Mildew,A noticeable problem is angular yellow spots Farmers are concerned about the crop condition.
Leaf Blight,I noticed irregular brown lesions in the field The damaged area is increasing.
Root Rot,Many plants in the field show soft rotten roots The problem is visible on the underground roots.
Rust,I can see yellow orange pustules on the crop Plant vigor is decreasing.
Mosaic Virus,There are clear signs of distorted leaves The problem is becoming more noticeable.
Stem Borer,There is an increasing problem with holes in stems The affected central shoots are showing damage.
Fruit Borer,Many plants in the field show dark entry holes Plant growth is affected.
Nutrient Deficiency,The leaves or stems show young leaves remaining pale The plant is losing vigor.
Nutrient Deficiency,The main symptom is uniform leaf discoloration The symptoms are visible across several plants.
Leaf Blight,There are clear signs of irregular brown lesions Farmers are concerned about the crop condition.
Thrips Infestation,The affected crop has damaged flower petals The problem is becoming more noticeable.
Mosaic Virus,The crop condition includes vein clearing New leaves are distorted.
Fruit Borer,The crop shows rotting around insect holes Farmers are concerned about the crop condition.
Whitefly Infestation,"After checking the field, I observed leaf yellowing with whiteflies Plant growth is affected."
Powdery Mildew,I noticed powder like substance on foliage in the field The plant is losing vigor.
Mosaic Virus,The plants have started showing mosaic pattern on leaves The affected new shoots are showing damage.
Whitefly Infestation,There are clear signs of small white insects on plant leaves Farmers are concerned about the crop condition.
Aphid Infestation,Several plants have sticky honeydew on foliage The problem is visible on the leaves.
Fruit Borer,The leaves or stems show frass near fruit openings The affected fruits are showing damage.
Damping Off,The affected crop has water soaked seedling stems Plant growth is affected.
Fruit Borer,Many plants in the field show early fruit dropping The problem is visible on the fruit surface.
Downy Mildew,There is an increasing problem with angular yellow spots The symptoms are visible across several plants.
Rust,I can see rust colored pustules on the crop The problem is visible on the lower foliage.
Sooty Mold,The affected plants are showing gray black film on leaves The problem is visible on the leaves.
Rust,The crop condition includes orange powder under leaves The symptoms are visible across several plants.
Nutrient Deficiency,The plants currently have stunted plants The plant is losing vigor.
Fungal Wilt,The crop is developing slow plant decline The problem is visible on the leaves.
Nutrient Deficiency,Recently the plants developed weak stems The problem is visible on the young leaves.
Late Blight,The crop shows water soaked leaf patches Leaves are dying quickly.
Rust,The leaves or stems show orange powder under leaves The symptoms are visible across several plants.
Fruit Borer,Field inspection revealed rotting around insect holes The affected fruits are showing damage.
Mosaic Virus,The plants are showing irregular leaf discoloration The problem is visible on the new shoots.
Thrips Infestation,A noticeable problem is silvery patches on foliage The problem is becoming more noticeable.
Fungal Wilt,The leaves or stems show leaves wilting gradually The symptoms are visible across several plants.
Fusarium Wilt,The crop is developing gradual plant wilting Plant growth is affected.
Nutrient Deficiency,The main symptom is pale green foliage The symptoms are visible across several plants.
Powdery Mildew,The affected plants are showing powdery patches on foliage Affected leaves are becoming weak.
Aphid Infestation,There are clear signs of sticky honeydew on foliage The affected buds look unhealthy.
Bacterial Wilt,The plants have started showing branches becoming limp The problem is visible on the branches.
Sooty Mold,The leaves or stems show sooty appearance on foliage Farmers are concerned about the crop condition.
Root Rot,The plants have started showing bad smell from roots The symptoms are visible across several plants.
Fruit Borer,The plants are showing fruit pulp being eaten The problem is visible on the fruit pulp.
Root Rot,Recently the plants developed mushy root tissue The plant cannot absorb enough water.
Stem Borer,The affected plants are showing dead central shoot The plant is losing vigor.
Bacterial Wilt,Field inspection revealed branches becoming limp The symptoms are visible across several plants.
Thrips Infestation,The main symptom is damaged flower petals The problem is becoming more noticeable.
Damping Off,The plants currently have brown tissue around seedling bases The affected seedling roots are showing damage.
Thrips Infestation,The plants currently have tiny insects on flowers Affected foliage is becoming weak.
Fruit Borer,The crop appears to have dark entry holes Farmers are concerned about the crop condition.
Powdery Mildew,I can see powdery patches on foliage on the crop The symptoms are visible across several plants.
Powdery Mildew,I noticed white fungal patches on upper leaves in the field The white coating is spreading.
Powdery Mildew,The crop is developing flour like growth on leaves Plant growth is affected.
Downy Mildew,The affected crop has yellow patches on leaves The affected young foliage are showing damage.
Damping Off,The field currently has plants with seedlings dying soon after emergence The symptoms are visible across several plants.
Rust,I noticed rusty patches on foliage in the field The affected lower foliage are showing damage.
Powdery Mildew,Recently the plants developed white powder on leaves Plant growth is affected.
Fruit Borer,Many plants in the field show caterpillar inside the fruit Farmers are concerned about the crop condition.
Fungal Wilt,Several plants have yellowing foliage Growth is stunted.
Downy Mildew,The crop appears to have yellow areas between leaf veins The affected young foliage look unhealthy.
Fungal Wilt,The affected plants are showing brown discoloration inside stems The affected stems look unhealthy.
Stem Borer,I noticed yellowing above damaged stems in the field The problem is visible on the main branches.
Thrips Infestation,The crop shows scarring on young leaves The affected leaves look unhealthy.
Stem Borer,The crop is developing holes in stems The symptoms are visible across several plants.
Leaf Blight,The leaves or stems show large brown patches The affected lower foliage look unhealthy.
Leaf Curl,Many plants in the field show leaves curling upward The symptoms are visible across several plants.
Rust,The crop appears to have rusty patches on foliage Plant growth is affected.
Nutrient Deficiency,The farmer noticed older leaves turning yellow yesterday The affected older foliage are showing damage.
Downy Mildew,The farmer noticed yellow patches on leaves yesterday The symptoms are visible across several plants.
Stem Borer,Several plants have yellowing above damaged stems The problem is becoming more noticeable.
Damping Off,Field inspection revealed weak stems in young plants The symptoms are visible across several plants.
Aphid Infestation,Several plants have yellowing leaves The affected buds are showing damage.
Damping Off,Many plants in the field show seedlings collapsing The problem is visible on the seedling roots.
Downy Mildew,The crop condition includes irregular pale patches Plant growth is affected.
Fruit Borer,The field currently has plants with webbing near fruit holes The symptoms are visible across several plants.
Sooty Mold,I noticed black coating on leaves in the field The affected stems are showing damage.
Late Blight,There is an increasing problem with rotting leaves Plant growth is affected.
Fusarium Wilt,The affected plants are showing brown streaks inside stems The problem is becoming more noticeable.
Thrips Infestation,The plants currently have silver streaks on leaves Plant growth is affected.
Rust,The plants are showing small orange fungal spots Farmers are concerned about the crop condition.
Whitefly Infestation,The affected crop has cloud of white insects The plant is losing vigor.
Late Blight,The affected crop has water soaked leaf patches The symptoms are visible across several plants.
Sooty Mold,The leaves or stems show black growth on stems The plant is losing vigor.
Thrips Infestation,There are clear signs of leaf curling with insects The problem is becoming more noticeable.
Stem Borer,Several plants have wilting central shoots The affected main branches look unhealthy.
Sooty Mold,"After checking the field, I observed black patches on leaf surfaces The problem is visible on the plant surfaces."
Leaf Curl,I can see abnormally curled plant tips on the crop The affected new shoots are showing damage.
Late Blight,I noticed blackened foliage in the field.
Sooty Mold,Recently the plants developed black soot like material The symptoms are visible across several plants.
Bacterial Leaf Spot,The field currently has plants with tiny dark lesions on young leaves The problem is visible on the leaves.
Mosaic Virus,The main symptom is patchy yellow patterns The problem is visible on the leaves.
Aphid Infestation,There are clear signs of ants around the plant The problem is becoming more noticeable.
Fruit Borer,The crop condition includes frass near fruit openings Farmers are concerned about the crop condition.
Bacterial Wilt,Several plants have wilting during the daytime Farmers are concerned about the crop condition.
Fruit Borer,There are clear signs of caterpillar inside the fruit Farmers are concerned about the crop condition.
Nutrient Deficiency,The farmer noticed weak stems yesterday The problem is visible on the stems.
Damping Off,Many plants in the field show rotting seedling bases The nursery has many collapsed seedlings.
Aphid Infestation,A noticeable problem is tiny insects clustered around shoots The problem is visible on the buds.
Leaf Curl,"During inspection, I found leaves rolling inward The plant is losing vigor."
Sooty Mold,The crop shows black patches on leaf surfaces The affected leaves look unhealthy.
Late Blight,The main symptom is white fungal growth during humid weather Farmers are concerned about the crop condition.
Leaf Blight,Recently the plants developed leaf edges turning brown The plant is losing vigor.
Bacterial Leaf Spot,The affected crop has brown patches surrounded by yellow tissue The affected lower leaves are showing damage.
Late Blight,The crop is developing brown lesions spreading quickly.
Thrips Infestation,There are clear signs of silvery patches on foliage.
Powdery Mildew,Recently the plants developed white fungal patches on upper leaves The problem is becoming more noticeable.
Stem Borer,"During inspection, I found broken stems around bore holes."
Fusarium Wilt,There are clear signs of brown vascular tissue Plant growth is affected.
Fusarium Wilt,"After checking the field, I observed stem discoloration The problem is visible on the whole plant."
Mosaic Virus,The plants are showing patchy yellow patterns Farmers are concerned about the crop condition.
Fruit Borer,The crop condition includes damaged young fruits Plant growth is affected.
Mosaic Virus,The affected plants are showing uneven green coloration Plant growth is affected.
Sooty Mold,There is an increasing problem with sooty appearance on foliage.
Damping Off,"During inspection, I found water soaked seedling stems The symptoms are visible across several plants."
Stem Borer,The leaves or stems show insect tunnels inside stems The plant is losing vigor.
Aphid Infestation,The affected plants are showing small insects sucking plant sap The affected stems are showing damage.
Rust,The plants currently have yellow orange pustules.
Leaf Curl,The crop condition includes leaves folding along the edges Plant growth is affected.
Downy Mildew,Field inspection revealed yellow patches on leaves.
Leaf Blight,"During inspection, I found leaf edges turning brown."
Fungal Wilt,Many plants in the field show leaves wilting gradually The plant is losing vigor.
Fusarium Wilt,The main symptom is yellowing of older leaves The problem is visible on the whole plant.
Nutrient Deficiency,There is an increasing problem with poor leaf development.
Mosaic Virus,The plants have started showing mosaic pattern on leaves The problem is visible on the young foliage.
Sooty Mold,A noticeable problem is black patches on leaf surfaces The plant is losing vigor.
Stem Borer,The crop appears to have hollow stems Plant growth is interrupted.
Leaf Blight,Recently the plants developed dark lesions on foliage The affected leaf margins are showing damage.
Damping Off,The affected crop has brown tissue around seedling bases The affected seedlings are showing damage.
Damping Off,There is an increasing problem with seedlings dying soon after emergence Plant growth is affected.
Powdery Mildew,I noticed white fungal patches on upper leaves in the field Plant growth is affected.
Whitefly Infestation,Several plants have sticky honeydew from insects Insect numbers are increasing.
Aphid Infestation,The plants have started showing yellowing leaves Farmers are concerned about the crop condition.
Root Rot,Several plants have bad smell from roots The affected underground roots are showing damage.
Nutrient Deficiency,The field currently has plants with poor leaf development The affected older foliage are showing damage.
Stem Borer,Field inspection revealed wilting central shoots The symptoms are visible across several plants.
Bacterial Wilt,I can see wilting during the daytime on the crop The crop is losing vigor.
Bacterial Wilt,Several plants have rapid plant collapse The affected leaves look unhealthy.
Sooty Mold,The plants currently have black soot like material Plant growth is affected.
Whitefly Infestation,The plants currently have white insects under leaves Insect numbers are increasing.
Mosaic Virus,I noticed uneven green coloration in the field The affected young foliage are showing damage.
Downy Mildew,There are clear signs of irregular pale patches Plant growth is slowing.
Fruit Borer,The farmer reports webbing near fruit holes Plant growth is affected.
Whitefly Infestation,The leaves or stems show white insects clustered beneath foliage The problem is visible on the stems.
Downy Mildew,Recently the plants developed gray fungal growth under leaves Yellow patches are spreading.
Fusarium Wilt,The leaves or stems show one sided wilting The problem is visible on the whole plant.
Stem Borer,The crop appears to have yellowing above damaged stems The problem is visible on the stems.
Rust,Recently the plants developed orange spots on leaves Plant growth is affected.
Nutrient Deficiency,The plants are showing pale green foliage The plant is losing vigor.
Fusarium Wilt,The crop is developing yellowing of older leaves The problem is becoming more noticeable.
Fusarium Wilt,The leaves or stems show brown vascular tissue The affected lower leaves look unhealthy.
Rust,The affected crop has reddish brown spots The plant is losing vigor.
Bacterial Wilt,The crop condition includes leaves wilting without obvious dryness The plant becomes severely weak.
Thrips Infestation,The leaves or stems show damaged flower petals The problem is becoming more noticeable.
Root Rot,The farmer reports roots turning brown The problem is visible on the plant base.
Powdery Mildew,I noticed powdery patches on foliage in the field The plant is losing vigor.
Bacterial Leaf Spot,The main symptom is multiple dark spots on leaves The affected leaves look unhealthy.
Bacterial Wilt,There is an increasing problem with stem discoloration The problem is visible on the branches.
Root Rot,"During inspection, I found roots turning brown Plant growth is weak."
Fungal Wilt,The plants currently have one side of the plant wilting Plant growth is affected.
Thrips Infestation,"After checking the field, I observed tiny insects on flowers The affected buds look unhealthy."
Leaf Curl,A noticeable problem is leaves folding along the edges The plant is losing vigor.
Fruit Borer,"After checking the field, I observed holes in fruits The problem is visible on the young fruits."
Whitefly Infestation,The plants have started showing sticky leaves The symptoms are visible across several plants.
Rust,The main symptom is yellow orange pustules Farmers are concerned about the crop condition.
Bacterial Wilt,Field inspection revealed green leaves drooping rapidly The plant is losing vigor.
Nutrient Deficiency,The farmer noticed poor leaf development yesterday Plant growth is affected.
